track_id,track_name,artists,artist_ids,artist_genres,danceability,energy,acousticness,instrumentalness,speechiness,valence,p_id,length,user
4BcB4wFE3TsL43vVZvlYsL,Furies in Love,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.0981,0.38,0.374,0.821,0.0427,0.0553,37i9dQZF1EtpxdGvvYugUm,100,sl
1AgGSwTaVhClOMC9MsvFzd,Eleonora,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.326,0.206,0.129,0.0,0.0383,0.215,37i9dQZF1EtpxdGvvYugUm,100,sl
3MZwaRLlfyvPSIP7qHpBO8,Stationary Cycle,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.488,0.178,0.857,0.886,0.0337,0.0383,37i9dQZF1EtpxdGvvYugUm,100,sl
01oCWVu7TA5UG19MfwYxZP,Time & Life,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.557,0.123,0.926,0.927,0.0746,0.386,37i9dQZF1EtpxdGvvYugUm,100,sl
4VginDwYTP2eaHJzO0QMjG,Circles,['Post Malone'],['246dkjvS1zLTtiykXe5h60'],"['dfw rap', 'melodic rap', 'rap']",0.704,0.758,0.233,0.00144,0.0402,0.534,37i9dQZF1EtpxdGvvYugUm,100,sl
141SNZkvr2CYsiedNQmOCL,The Killing Kind,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.298,0.578,0.266,0.0,0.0537,0.308,37i9dQZF1EtpxdGvvYugUm,100,sl
0h7aiRR56PVKT7Lit6U6GJ,"Arrival of the Birds (From ""The Crimson Wing Mystery of the Flamingos"")",['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.497,0.262,0.981,0.923,0.0345,0.0685,37i9dQZF1EtpxdGvvYugUm,100,sl
1sMi8ywnrNKysixM34zH9W,La La Land - Acoustic,['Bryce Vine'],['1ShZZUjkbXCjhwrb18BA8I'],"['pop', 'pop rap']",0.734,0.415,0.559,0.0,0.0305,0.364,37i9dQZF1EtpxdGvvYugUm,100,sl
2f79JP5rd8e94v6pXrECUB,The Truth,['Fernando Velázquez'],['2pElTJJ5D3ziEPyvZsW5eF'],"['classic soundtrack', 'deep soundtrack', 'latin soundtrack', 'scorecore', 'soundtrack']",0.142,0.0476,0.965,0.976,0.0472,0.0362,37i9dQZF1EtpxdGvvYugUm,100,sl
7COXchtUOMd6uIT6HvmRaI,i'm so tired...,"['Lauv', 'Troye Sivan']","['5JZ7CnR6gTvEMKX4g70Amv', '3WGpXCj9YhhfX11TToZcXP']","['pop', 'post-teen pop', 'australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']",0.599,0.733,0.176,0.0,0.203,0.534,37i9dQZF1EtpxdGvvYugUm,100,sl
3TpBefRZ1vFcOH6z57PQRI,La La Land (feat. YG),"['Bryce Vine', 'YG']","['1ShZZUjkbXCjhwrb18BA8I', '0A0FS04o6zMoto8OKPsDwY']","['pop', 'pop rap', 'cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.781,0.469,0.223,0.0,0.0569,0.412,37i9dQZF1EtpxdGvvYugUm,100,sl
6e2a0ZHDhq5FOhfaZExyez,Only the Lonely Survive,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.506,0.874,0.00506,0.0,0.101,0.415,37i9dQZF1EtpxdGvvYugUm,100,sl
7Ly4vpc0e0JaqKIbCHtSHX,My Edward and I (feat. Jack Liebeck),['Dario Marianelli'],['0s1ec6aPpRZ4DCj15w1EFg'],"['compositional ambient', 'scorecore', 'soundtrack']",0.0945,0.057,0.976,0.403,0.0476,0.0375,37i9dQZF1EtpxdGvvYugUm,100,sl
51v7yO07BdGgP6hv0OaDe2,Romantic Flight,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.217,0.329,0.565,0.698,0.0319,0.222,37i9dQZF1EtpxdGvvYugUm,100,sl
4cEQ44DOtSzKzy3DQ0TBTk,Meeting Miriam,['Carter Burwell'],['0SbSDzM4X41hnlURed0fcV'],"['classic soundtrack', 'scorecore', 'soundtrack']",0.255,0.171,0.588,0.201,0.0394,0.0396,37i9dQZF1EtpxdGvvYugUm,100,sl
0rIAC4PXANcKmitJfoqmVm,Motivation,['Normani'],['2cWZOOzeOm4WmBJRnD5R7I'],"['dance pop', 'pop', 'post-teen pop', 'r&b']",0.599,0.887,0.0192,1.21e-06,0.0984,0.881,37i9dQZF1EtpxdGvvYugUm,100,sl
0OgGn1ofaj55l2PcihQQGV,Drew Barrymore,['Bryce Vine'],['1ShZZUjkbXCjhwrb18BA8I'],"['pop', 'pop rap']",0.758,0.574,0.46,0.00272,0.0572,0.261,37i9dQZF1EtpxdGvvYugUm,100,sl
17R2bhPDYcG2feUojsn6cT,Atlas - Part 3: Invisible Light: Earth Seen From Above,['Meredith Monk'],['1WN9bXZmI41JB1tCmrSC3M'],"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental vocal', 'free improvisation', 'minimalism']",0.0883,0.019,0.988,0.0473,0.0397,0.0334,37i9dQZF1EtpxdGvvYugUm,100,sl
5nTF7XuHFNHxJCXDsXYg1r,Mr. Brightside,['The Michigan G-Men'],['0p4IV6lgprujWIzDZ7mkW7'],"['a cappella', 'college a cappella']",0.403,0.382,0.798,0.0,0.0352,0.0979,37i9dQZF1EtpxdGvvYugUm,100,sl
4LGkurYRKq8Zvp7ZD5d0Uu,Masterpiece Theatre I,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.2,0.668,0.0239,0.0,0.0758,0.257,37i9dQZF1EtpxdGvvYugUm,100,sl
3FYdV1EBv5PDyQy9630ntq,Routine,['POP ETC'],['6gUiIIPmV6OXjHcvv1KCuL'],"['bay area indie', 'indie pop', 'indie poptimism']",0.578,0.908,0.002,0.00342,0.0412,0.77,37i9dQZF1EtpxdGvvYugUm,100,sl
50Hv5NZIM0puIUoBttjpfb,King of the Clouds,['Panic! At The Disco'],['20JZFwl6HVl6yg8a4H3ZqK'],"['baroque pop', 'emo', 'modern rock']",0.285,0.922,0.237,0.0,0.247,0.472,37i9dQZF1EtpxdGvvYugUm,100,sl
0aWGLwv574BBD16VmSfK47,Subtle Love,['birthday'],['75jBfFr6bLpV9TdIfg5BZq'],"['hopebeat', 'la pop']",0.58,0.787,0.0404,0.000141,0.0575,0.572,37i9dQZF1EtpxdGvvYugUm,100,sl
24h9onmUBreB167OG10RV6,We Had Today,['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.0626,0.138,0.962,0.932,0.0423,0.0389,37i9dQZF1EtpxdGvvYugUm,100,sl
0at9NPpQtKkwaWyruZbjop,Glimmer,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.554,0.809,0.0129,0.0,0.0519,0.443,37i9dQZF1EtpxdGvvYugUm,100,sl
3H4bCkngAaTh279khVoV5p,Once There Were Dragons,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.0872,0.292,0.577,0.8,0.0411,0.0937,37i9dQZF1EtpxdGvvYugUm,100,sl
0Cr1H8kCXN5qBAQCHYtVGu,Elisa's Theme,['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.447,0.168,0.988,0.804,0.0372,0.272,37i9dQZF1EtpxdGvvYugUm,100,sl
4cocLXeDOiFIPBgZCvJ3RF,This Isn't You,['Kyle Dixon & Michael Stein'],['00oL7zWxmWveTsKF7DnIRd'],"['horror synth', 'soundtrack']",0.129,0.0192,0.98,0.872,0.0372,0.0352,37i9dQZF1EtpxdGvvYugUm,100,sl
1jNwL2XWMaCbQ8bFnzMkye,I Knew You When,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.658,0.62,0.0459,0.0,0.0377,0.495,37i9dQZF1EtpxdGvvYugUm,100,sl
4koqRru1dlnGzwGIoKSNfe,Killer Dragons,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.183,0.253,0.394,0.931,0.0537,0.0399,37i9dQZF1EtpxdGvvYugUm,100,sl
6QuCKdMsTW8ppnUiFmxJLF,"Liz On Top Of The World - From ""Pride & Prejudice"" Soundtrack",['Jean-Yves Thibaudet'],['1Dot4uMsJMx8n1Xi7gAdV6'],"['classical piano', 'soundtrack']",0.217,0.117,0.975,0.911,0.0374,0.0388,37i9dQZF1EtpxdGvvYugUm,100,sl
4FnK3GEuekjYXavXPIGlmQ,Extremely Loud and Incredibly Close,['Alexandre Desplat'],['71jzN72g8qWMCMkWC5p1Z0'],"['french soundtrack', 'hollywood', 'soundtrack']",0.474,0.0118,0.991,0.891,0.0318,0.0656,37i9dQZF1EtpxdGvvYugUm,100,sl
4kvQvwG4NAia2sEOddbnAq,Sunset Blvd.,['Make Out Monday'],['3GIXsr5vAVkwN5i0noYsBp'],['socal pop punk'],0.405,0.834,3.81e-05,0.0,0.0347,0.244,37i9dQZF1EtpxdGvvYugUm,100,sl
7g6bcYfxETVC37hzhErGvv,Third Date,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.298,0.174,0.329,0.502,0.0416,0.0996,37i9dQZF1EtpxdGvvYugUm,100,sl
4XBrV9jr6wWNMp0scobPhZ,Echoes of You,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.4,0.627,0.296,0.0,0.063,0.377,37i9dQZF1EtpxdGvvYugUm,100,sl
5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,['The Temper Trap'],['4W48hZAnAHVOC2c8WH8pcq'],"['alternative dance', 'australian indie', 'indie pop', 'indietronica', 'modern rock']",0.531,0.821,0.0701,0.171,0.0439,0.34,37i9dQZF1EtpxdGvvYugUm,100,sl
1mgWnqeUOurHJIyorDtuqF,Break It to Me,['Muse'],['12Chz98pHFMPJEknJQMWvI'],"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",0.667,0.967,0.157,0.258,0.0939,0.614,37i9dQZF1EtpxdGvvYugUm,100,sl
6GRb1S7OLju7HcocpwMA3D,Maybe - Live,"['Claude-Michel Schönberg', 'Alain Boublil', 'Miss Saigon Original Cast']","['2OqTX6uyzll0y3ydeccZGR', '2EnzSSPMaRMJRQod7erlhW', '0HMbvm4fAT9B8bAV3mBMJY']","['broadway', 'broadway', 'broadway', 'hollywood', 'show tunes']",0.246,0.179,0.901,0.0,0.0651,0.11,37i9dQZF1EtpxdGvvYugUm,100,sl
6BBuny7qOcQ1HEWLVABgHI,Masterpiece Theatre III,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.409,0.791,0.0579,0.0,0.0639,0.251,37i9dQZF1EtpxdGvvYugUm,100,sl
2aIcanXxVk0tBtyWimy8Ew,"Your Hands Are Cold - From ""Pride & Prejudice"" Soundtrack",['Jean-Yves Thibaudet'],['1Dot4uMsJMx8n1Xi7gAdV6'],"['classical piano', 'soundtrack']",0.139,0.0427,0.963,0.908,0.0438,0.0347,37i9dQZF1EtpxdGvvYugUm,100,sl
0KTnYJXEGLrIcv31kVe9M2,Lower Your Eyelids To Die With The Sun,['M83'],['63MQldklfxkjYDoUE4Tppz'],"['french shoegaze', 'indietronica', 'metropopolis', 'neo-synthpop']",0.2,0.413,0.32,0.29,0.0385,0.0348,37i9dQZF1EtpxdGvvYugUm,100,sl
7xndaOw8ob6N6q6WtR6JxB,"Intermezzo From Cavalleria Rusticana (From ""Raging Bull"")",['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.115,0.167,0.905,0.895,0.0431,0.0348,37i9dQZF1EtpxdGvvYugUm,100,sl
0of2jCfIgOpomWFsrwfFAY,Burying Fuzzy - Instrumental,"['Rachel Portman', 'Various Artists']","['1joFZGTRER78nUsWtgHCHR', '0LyfQWJT6nXafLPZqxe9Of']","['british soundtrack', 'classic soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",0.145,0.0144,0.969,0.851,0.0419,0.0369,37i9dQZF1EtpxdGvvYugUm,100,sl
1RVdMD1HvfhYB4hVH2Fthv,New 'New Tail',['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.206,0.205,0.58,0.983,0.0813,0.0395,37i9dQZF1EtpxdGvvYugUm,100,sl
2yCUuj16BUkkw0WG45s6EF,The Confrontation - Live,"['Claude-Michel Schönberg', 'Alain Boublil', 'Miss Saigon Original Cast']","['2OqTX6uyzll0y3ydeccZGR', '2EnzSSPMaRMJRQod7erlhW', '0HMbvm4fAT9B8bAV3mBMJY']","['broadway', 'broadway', 'broadway', 'hollywood', 'show tunes']",0.409,0.244,0.796,0.0,0.0743,0.187,37i9dQZF1EtpxdGvvYugUm,100,sl
4kpI8n28U0H1BFGlTY1yq8,End of An Era,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.288,0.412,0.124,0.0,0.0456,0.149,37i9dQZF1EtpxdGvvYugUm,100,sl
1dfrIxRaf1ldruIprR4HZ0,Mascara Lines,['Make Out Monday'],['3GIXsr5vAVkwN5i0noYsBp'],['socal pop punk'],0.483,0.811,0.0569,0.0,0.0663,0.397,37i9dQZF1EtpxdGvvYugUm,100,sl
5FIDJTEnZTv9EKiBSqsO8n,The Hidden World,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.168,0.3,0.662,0.785,0.0447,0.0364,37i9dQZF1EtpxdGvvYugUm,100,sl
6njiHRz1WOJEdNOODyfRVr,Holidays,['Lydia'],['1YYxodrdAUSYhO8ueGQtXs'],"['dreamo', 'pop punk', 'progressive post-hardcore']",0.538,0.766,0.0666,0.000557,0.0307,0.444,37i9dQZF1EtpxdGvvYugUm,100,sl
6AvslIXIi9iaGvukefyVVK,Bottom Of The Deep Blue Sea,['MISSIO'],['2HOMW1liAxI3URnEq95SMS'],"['indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",0.573,0.754,0.0248,0.00019,0.0329,0.241,37i9dQZF1EtpxdGvvYugUm,100,sl
0PucGkKFWofLbkAOPowvQA,Masterpiece Theatre II,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.28,0.52,0.0575,0.0,0.038,0.183,37i9dQZF1EtpxdGvvYugUm,100,sl
4LznJuekJZxer0DV1sd3OA,I'm Right Here,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.312,0.0391,0.911,0.831,0.0408,0.117,37i9dQZF1EtpxdGvvYugUm,100,sl
2nTgdpxwpXTk5x1c9yaO3W,Blackout,['Muse'],['12Chz98pHFMPJEknJQMWvI'],"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",0.172,0.28,0.43,0.408,0.0394,0.0617,37i9dQZF1EtpxdGvvYugUm,100,sl
4UkynNKM3QAFnYukL8Udi6,Helplessness Blues,['Fleet Foxes'],['4EVpmkEwrLYEg6jIsiPMIb'],"['chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'seattle indie', 'stomp and holler']",0.324,0.463,0.0781,5.63e-06,0.0336,0.2,37i9dQZF1EtpxdGvvYugUm,100,sl
49cMvxwJyXAGHAoXRi1cBn,Don't Miss Me?,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.673,0.722,0.00613,0.0,0.0638,0.379,37i9dQZF1EtpxdGvvYugUm,100,sl
5rZvHoWQVO5DjGH3sVLAil,Forbidden Love,['Abel Korzeniowski'],['5RGAUCWFZyymaMSAZJeice'],"['compositional ambient', 'scorecore', 'soundtrack']",0.276,0.276,0.835,0.948,0.0344,0.11,37i9dQZF1EtpxdGvvYugUm,100,sl
3OwvfPpjf2Pot64af1HnQR,As Long as He's Safe,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.0802,0.239,0.359,0.848,0.0379,0.0953,37i9dQZF1EtpxdGvvYugUm,100,sl
18OXm8xAxwMv0XxadfeqmF,Loser,['Jagwar Twin'],['4luZExkmgn39Kj5XsYWria'],[],0.729,0.634,0.0222,0.00231,0.0258,0.492,37i9dQZF1EtpxdGvvYugUm,100,sl
0fN3iJa0qbbpFXU0g2B5ya,The Death of Me,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.372,0.555,0.279,0.0,0.0471,0.212,37i9dQZF1EtpxdGvvYugUm,100,sl
0Pfsjbknx0O36IH8zJJp6g,Safe Place,['DJ Kakah'],['7KlNXQbw7BKg546Aw5MfQ3'],[],0.753,0.509,0.0984,0.668,0.049,0.066,37i9dQZF1EtpxdGvvYugUm,100,sl
7jSQaXLzpLHjSQTev2krvT,Nemo Egg (Main Title),['Thomas Newman'],['1csBgT42N4pPPs1HJhxXIK'],['soundtrack'],0.164,0.0248,0.98,0.967,0.0462,0.0553,37i9dQZF1EtpxdGvvYugUm,100,sl
39izT83czQzNZpDom23D5T,Afghan Trek,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.168,0.286,0.7,0.911,0.0344,0.15,37i9dQZF1EtpxdGvvYugUm,100,sl
1ytkP7Z8C0mUzaI94lUyjj,Helplessness Blues,['The Michigan G-Men'],['0p4IV6lgprujWIzDZ7mkW7'],"['a cappella', 'college a cappella']",0.179,0.0724,0.919,3.08e-06,0.0349,0.0374,37i9dQZF1EtpxdGvvYugUm,100,sl
0c4IEciLCDdXEhhKxj4ThA,Madness,['Muse'],['12Chz98pHFMPJEknJQMWvI'],"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",0.502,0.417,0.127,0.00419,0.0718,0.218,37i9dQZF1EtpxdGvvYugUm,100,sl
6GqRl2u7LIW93T8Vi5LnXU,Timebomb,['WALK THE MOON'],['6DIS6PRrLS3wbnZsf7vYic'],"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'rock']",0.583,0.778,0.000276,0.0,0.0403,0.446,37i9dQZF1EtpxdGvvYugUm,100,sl
6s4PRtqIo5SLPQXCWF39iu,Bess' Sons,['Rachel Portman'],['1joFZGTRER78nUsWtgHCHR'],"['british soundtrack', 'classic soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",0.15,0.0269,0.905,0.749,0.0394,0.0676,37i9dQZF1EtpxdGvvYugUm,100,sl
5ryS3hk6ADDMUf6GdxAEfN,Conan Cab,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.441,0.0904,0.834,0.844,0.0329,0.191,37i9dQZF1EtpxdGvvYugUm,100,sl
2PLo8T3kGE9URFvBy3tUdt,It Was Always You,['Maroon 5'],['04gDigrS5kc9YWfZHwBETP'],"['pop', 'pop rock']",0.613,0.765,0.082,1.25e-06,0.0441,0.299,37i9dQZF1EtpxdGvvYugUm,100,sl
4pD45Ao6TEr5aaPPEWu5Sn,Just You,['Puppet'],['0QaiCsyOUjBgLqsbABu07O'],"['catstep', 'complextro', 'edm', 'gaming edm']",0.677,0.657,0.0397,0.31,0.0346,0.176,37i9dQZF1EtpxdGvvYugUm,100,sl
3ZV6Ry07586w52Wy1cLbLL,Wait For It,['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.514,0.742,0.0467,5.1e-05,0.109,0.478,37i9dQZF1EtpxdGvvYugUm,100,sl
3BarXyiqxvHcEWmSNPJQA2,Bumpy Ride,['The Hoosiers'],['4LlDtNr8qFwhrT8eL2wzH4'],['modern rock'],0.524,0.816,0.000962,0.0,0.0395,0.3,37i9dQZF1EtpxdGvvYugUm,100,sl
7KnebarVSidkfHUaNqmTlv,Party on the Weekend,['Make Out Monday'],['3GIXsr5vAVkwN5i0noYsBp'],['socal pop punk'],0.546,0.884,0.000658,0.0,0.0438,0.565,37i9dQZF1EtpxdGvvYugUm,100,sl
3528IXKpbb7OMjdjWYlbfD,Everybody Talks,['Neon Trees'],['0RpddSzUHfncUWNJXKOsjy'],"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'rock']",0.471,0.924,0.00301,0.0,0.0586,0.725,37i9dQZF1EtpxdGvvYugUm,100,sl
7oIulbJzf0hyytjsf5aUH0,Wish You Were Here,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.519,0.703,0.0141,0.0,0.118,0.688,37i9dQZF1EtpxdGvvYugUm,100,sl
3p02ss31ywBaZcqh7Vq9sx,Time To Say Goodbye (Con Te Partirò),['Sarah Brightman'],['7Ead768rc4ShGxnqtqccU5'],['operatic pop'],0.294,0.435,0.907,0.00182,0.0309,0.445,37i9dQZF1EtpxdGvvYugUm,100,sl
4Rnel0cmjX9BkWf4tUfvzd,Kissaphobic,['Make Out Monday'],['3GIXsr5vAVkwN5i0noYsBp'],['socal pop punk'],0.319,0.771,0.0229,0.0,0.0338,0.34,37i9dQZF1EtpxdGvvYugUm,100,sl
7oGIRgJMViLFRzGHyhF9bI,8th World Wonder,['Kimberley Locke'],['6UKa8gyuwzx5arpY8kf9XK'],['idol'],0.537,0.758,0.0103,0.0,0.0249,0.295,37i9dQZF1EtpxdGvvYugUm,100,sl
0Z1NhFF5YIkqkMT97yhqHP,Say Anything,['Marianas Trench'],['68EB3QvNdVLkC7SAgDbHIR'],"['canadian rock', 'neon pop punk', 'pixie', 'pop punk', 'pop rock', 'post-teen pop']",0.197,0.93,0.00104,0.0,0.105,0.467,37i9dQZF1EtpxdGvvYugUm,100,sl
0siURtUu2AkRV692VUhBkS,With Love,"['Rachel Portman', 'The Chamber Orchestra Of London', 'Alastair King']","['1joFZGTRER78nUsWtgHCHR', '2IS9rTtWwEfUEY4u3mecIT', '4o43d8XbIhNhlVGqFe7s8e']","['british soundtrack', 'classic soundtrack', 'compositional ambient', 'scorecore', 'soundtrack', 'chamber orchestra', 'soundtrack']",0.168,0.0503,0.97,0.852,0.0391,0.125,37i9dQZF1EtpxdGvvYugUm,100,sl
4Ti3g5yBg6PUpphmBjkuwN,Building Rescue,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.576,0.839,0.0621,0.9,0.0492,0.373,37i9dQZF1EtpxdGvvYugUm,100,sl
0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],"['alternative r&b', 'viral pop']",0.515,0.479,0.544,0.00598,0.0261,0.284,37i9dQZF1EtpxdGvvYugUm,100,sl
2m2neHY8NvToPYO1H0XCkq,"Quando, Quando, Quando (with Nelly Furtado)",['Michael Bublé'],['1GxkXlMwML1oSg5eLPiAz3'],"['adult standards', 'canadian pop', 'lounge']",0.643,0.427,0.778,9.49e-05,0.0391,0.577,37i9dQZF1EtpxdGvvYugUm,100,sl
65pjCk42ylL2BCO2snqqaQ,Fear and Loathing (In the Valley),['Make Out Monday'],['3GIXsr5vAVkwN5i0noYsBp'],['socal pop punk'],0.458,0.931,0.00058,0.0,0.0488,0.58,37i9dQZF1EtpxdGvvYugUm,100,sl
3Bj3nrfOMviBdZXyW1lzxK,You Finish His Work,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.0668,0.0548,0.834,0.908,0.036,0.0322,37i9dQZF1EtpxdGvvYugUm,100,sl
0ZWW07BD8W85lUbgx2sn7E,For Forever,['Various Artists'],['0LyfQWJT6nXafLPZqxe9Of'],[],0.371,0.457,0.222,0.0,0.0407,0.166,37i9dQZF1EtpxdGvvYugUm,100,sl
74VR3AkGPhbYXnxcOYa16x,Strangers In The Night,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],"['adult standards', 'easy listening', 'lounge']",0.259,0.473,0.592,0.0,0.0295,0.539,37i9dQZF1EtpxdGvvYugUm,100,sl
106sXTdAPlkIKUaYvZgCgv,With Love Comes a Great Waterfall,['John Powell'],['3EAHF3jdnHHdko5DBrhRUP'],"['british soundtrack', 'scorecore', 'soundtrack', 'video game music']",0.202,0.148,0.709,0.435,0.053,0.036,37i9dQZF1EtpxdGvvYugUm,100,sl
5JHxCIkSGsj1MUqpzdzQDB,Quintessence,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.207,0.0567,0.935,0.883,0.0347,0.045,37i9dQZF1EtpxdGvvYugUm,100,sl
5RfQcjfYeag91iMlAMKATV,Somewhere In The Distance,['The Hoosiers'],['4LlDtNr8qFwhrT8eL2wzH4'],['modern rock'],0.603,0.766,0.015,3.51e-05,0.0284,0.703,37i9dQZF1EtpxdGvvYugUm,100,sl
2WYVm7mLtNJkMC4Ns9cHM5,Holiday from Real - 2015 Remastered,"[""Jack's Mannequin""]",['42aeGx2I3uXINpGqC8L0LD'],"['emo', 'neo mellow', 'neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'pop rock']",0.367,0.855,0.0331,0.0,0.0421,0.366,37i9dQZF1EtpxdGvvYugUm,100,sl
3V78QkKzy5bIy0goZj3L8u,Prelude,['Muse'],['12Chz98pHFMPJEknJQMWvI'],"['modern rock', 'permanent wave', 'piano rock', 'post-grunge', 'rock']",0.0807,0.382,0.668,0.945,0.0379,0.0999,37i9dQZF1EtpxdGvvYugUm,100,sl
4Ko5h5WkSyJiov1rVJUFr6,Walter Time,['Theodore Shapiro'],['6N1Kaz3CvRa9VLll5ahk9T'],['soundtrack'],0.826,0.106,0.964,0.727,0.0758,0.0562,37i9dQZF1EtpxdGvvYugUm,100,sl
1fBl642IhJOE5U319Gy2Go,Animal,['Neon Trees'],['0RpddSzUHfncUWNJXKOsjy'],"['indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'rock']",0.482,0.833,0.000346,0.0,0.0449,0.74,37i9dQZF1EtpxdGvvYugUm,100,sl
48xrg89XEL2OqAEhsFzlFy,How Would U Like That,['Frankie J'],['3sMYEBy0CZFxedcnm9i9hf'],"['dance pop', 'pop rap', 'r&b', 'urban contemporary']",0.779,0.548,0.556,0.0,0.0383,0.634,37i9dQZF1EtpxdGvvYugUm,100,sl
